# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# The World Bank EdStats Query holds around 2,500 internationally
# comparable education indicators for access, progression, completion,
# literacy, teachers, population, and expenditures. The indicators
# cover the education cycle from pre-primary to tertiary education.
# The query also holds learning outcome data from international
# learning assessments (PISA, TIMSS, etc.), equity data from
# household surveys, and projection data to 2050.
#
# Extracted range: 2010-2019, all available countries.
CountryName,CountryCode,Series,Code,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Caribbean small states,CSS,Percentage of enrolment in tertiary education in private institutions (%),SE.TER.PRIV.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,Personal computers (per 100 people),IT.CMP.PCMP.P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE,888603,873635,859850,847974,837900,829463,822193,815382,810965,NA
Caribbean small states,CSS,"Population of compulsory school age, female (number)",UIS.SAP.CE.F,436982,429940,423396,417699,412781,408564,404813,401255,398850,NA
Caribbean small states,CSS,"Population of compulsory school age, male (number)",UIS.SAP.CE.M,451621,443695,436454,430275,425119,420899,417380,414127,412115,NA
Caribbean small states,CSS,"Population, female",SP.POP.TOTL.FE.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,"Population, male",SP.POP.TOTL.MA.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,19.36811,19.60888,19.33275,18.73138,18.60026,18.62125,18.51757,18.22539,18.92805,NA
Caribbean small states,CSS,Pupil-teacher ratio in tertiary education (headcount basis),UIS.PTRHC.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,15.33728,16.23626,16.41118,15.81603,15.70085,15.36799,15.84117,14.74658,15.1103,NA
Cayman Islands,CYM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the reading scale,LO.PISA.REA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the science scale,LO.PISA.SCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Primary completion rate, female (%)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Primary completion rate, male (%)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"School age population, primary education, female (number)",SP.PRM.TOTL.FE.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"School age population, primary education, male (number)",SP.PRM.TOTL.MA.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"School age population, secondary education, both sexes (number)",SP.SEC.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"School age population, secondary education, female (number)",SP.SEC.TOTL.FE.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"School age population, secondary education, male (number)",SP.SEC.TOTL.MA.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"School age population, primary education, both sexes (number)",SP.PRM.TOTL.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Duration of compulsory education (years),SE.COM.DURS,12,12,12,12,12,12,12,12,12,NA
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,73350.7848219067,72328.411640906,72783.320437604,73515.8953177856,74990.4332223775,76280.4862528245,78296.0999272332,81124.5134794821,NA,NA
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,62158.6030446546,62861.1807436011,63666.6114959326,64546.386054775,66497.0115338172,68131.324572506,70049.9818450345,72607.570767153,NA,NA
Cayman Islands,CYM,GDP at market prices (current US$),NY.GDP.MKTP.CD,4156935677.4271,4186223808.95236,4291159006.36025,4405954638.18553,4563017880.71523,4708336733.46934,4898908676.34705,5141833913.35653,NA,NA
Cayman Islands,CYM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,58830,60730,43100,38770,38360,40420,42040,43550,NA,NA
Cayman Islands,CYM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,70220,71040,49570,44030,42930,44370,45730,47140,NA,NA
Cayman Islands,CYM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Government expenditure on primary education, PPP$ (millions)",UIS.X.PPP.1.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Government expenditure on secondary education, PPP$ (millions)",UIS.X.PPP.2T3.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Government expenditure on tertiary education, PPP$ (millions)",UIS.X.PPP.5T8.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Government expenditure on tertiary education, US$ (millions)",UIS.X.US.5T8.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Human Capital Index (HCI) Score: Male (Scale 0-1),HD.HCI.OVRL.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Human Capital Index (HCI) Score: Female (Scale 0-1),HD.HCI.OVRL.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Harmonized Test Scores, Total",HD.HCI.HLOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Human Capital Index (HCI) Score: Total (Scale 0-1),HD.HCI.OVRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Probability of Survival to Age 5, Total",HD.HCI.MORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Initial government funding per primary student, PPP$",UIS.XUNIT.PPP.1.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Initial government funding per primary student, US$",UIS.XUNIT.US.1.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Initial government funding per secondary student, US$",UIS.XUNIT.US.23.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Initial government funding per secondary student, PPP$",UIS.XUNIT.PPP.2T3.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Initial government funding per tertiary student, US$",UIS.XUNIT.US.5T8.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Initial government funding per tertiary student, PPP$",UIS.XUNIT.PPP.5T8.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Internet users (per 100 people),IT.NET.USER.P2,66,69.46594499,69.7,71.4,74.1,77,79,81.06769325,NA,NA
Cayman Islands,CYM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,NA,90.1500015258789,89.5899963378906,NA,88.1100006103516,85.9499969482422,NA,NA,NA,NA
Cayman Islands,CYM,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,NA,93.5199966430664,91.6900024414063,NA,90.9899978637695,88.7099990844727,NA,NA,NA,NA
Cayman Islands,CYM,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,NA,87.5699996948242,87.9100036621094,NA,85.9800033569336,83.7699966430664,NA,NA,NA,NA
Cayman Islands,CYM,"Net enrolment rate, primary, male (%)",SE.PRM.NENR.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Net enrolment rate, secondary, male (%)",SE.SEC.NENR.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,NA,36.66248,37.5155,38.3038,NA,NA,NA,NA,43.75436,NA
Cayman Islands,CYM,Percentage of enrolment in secondary education in private institutions (%),SE.SEC.PRIV.ZS,NA,27.72643,29.49727,28.75701,NA,NA,NA,NA,34.3786,NA
Cayman Islands,CYM,Percentage of enrolment in tertiary education in private institutions (%),SE.TER.PRIV.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Personal computers (per 100 people),IT.CMP.PCMP.P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Population of compulsory school age, female (number)",UIS.SAP.CE.F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Population of compulsory school age, male (number)",UIS.SAP.CE.M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,56672,57878,58958,59932,60848,61724,62569,63382,64174,65000
Cayman Islands,CYM,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,NA,12.07576,13.31023,13.0363,NA,NA,NA,NA,15.74725,NA
Cayman Islands,CYM,Pupil-teacher ratio in tertiary education (headcount basis),UIS.PTRHC.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,CYM,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,NA,8.94215,5.27476,NA,NA,NA,NA,NA,10.9653,NA
Central African Republic,CAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.11761,1.10792,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,73.40723,74.54874,75.71212,NA,NA,NA,89.3694,NA,NA,NA
Central African Republic,CAF,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,57.04558,55.69895,58.95938,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,39.2278,40.87233,42.82416,NA,NA,NA,40.87417,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the reading scale,LO.PISA.REA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the science scale,LO.PISA.SCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Primary completion rate, female (%)",SE.PRM.CMPT.FE.ZS,28.98207,31.53236,33.57922,NA,NA,NA,32.8342,NA,NA,NA
Central African Republic,CAF,"Primary completion rate, male (%)",SE.PRM.CMPT.MA.ZS,49.42835,50.17317,52.02699,NA,NA,NA,48.87702,NA,NA,NA
Central African Republic,CAF,"School age population, primary education, female (number)",SP.PRM.TOTL.FE.IN,363313,368524,375813,382252,387834,392760,397127,399709,403133,406764
Central African Republic,CAF,"School age population, primary education, male (number)",SP.PRM.TOTL.MA.IN,365943,371009,378454,385062,390840,395973,400536,403484,407157,410914
Central African Republic,CAF,"School age population, secondary education, both sexes (number)",SP.SEC.TOTL.IN,700394,715009,723858,735366,749958,768279,790475,804441,821104,840173
Central African Republic,CAF,"School age population, secondary education, female (number)",SP.SEC.TOTL.FE.IN,350517,357758,361873,367340,374411,383442,394519,401501,409820,419318
Central African Republic,CAF,"School age population, secondary education, male (number)",SP.SEC.TOTL.MA.IN,349877,357251,361985,368026,375547,384837,395956,402940,411284,420855
Central African Republic,CAF,"School age population, primary education, both sexes (number)",SP.PRM.TOTL.IN,729256,739533,754267,767314,778674,788733,797663,803193,810290,817678
Central African Republic,CAF,Duration of compulsory education (years),SE.COM.DURS,10,10,10,10,10,10,10,10,10,NA
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,487.945383289614,551.028057642347,565.833058388175,380.190091651727,423.884124575109,377.271253829801,401.918238362335,449.786423510424,475.721250544318,NA
Central African Republic,CAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,962.291972162761,1016.21855192248,1083.68992544961,699.592880706766,710.812164523031,744.734542572878,780.905532608877,821.216202890807,859.935619639664,NA
Central African Republic,CAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,2140503193.16261,2434792412.50855,2510270267.72918,1691063476.64157,1892292911.82509,1695143879.57045,1823779165.27967,2067230996.47377,2219894701.95124,NA
Central African Republic,CAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,970,1020,1090,710,720,750,790,860,920,NA
Central African Republic,CAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,510,530,570,380,390,400,410,440,490,NA
Central African Republic,CAF,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,0.59528,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Government expenditure on primary education, PPP$ (millions)",UIS.X.PPP.1.FSGOV,25.12904,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,12.74208,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,0.26817,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Government expenditure on secondary education, PPP$ (millions)",UIS.X.PPP.2T3.FSGOV,11.32044,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,5.74021,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.22882,0.30237,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Government expenditure on tertiary education, PPP$ (millions)",UIS.X.PPP.5T8.FSGOV,9.65929,13.5771,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Government expenditure on tertiary education, US$ (millions)",UIS.X.US.5T8.FSGOV,4.89789,7.36196,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,101.15592,100.70915,99.82217,NA,NA,NA,114.56074,NA,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,87.33161,87.6729,87.80936,NA,NA,NA,102.0189,NA,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,NA,17.62453,17.39388,NA,NA,NA,15.03944,17.13538,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,NA,12.63396,11.92324,NA,NA,NA,11.841,13.77755,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,NA,22.62219,22.86283,NA,NA,NA,18.22627,20.48121,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,2.67115,3.13708,2.9803,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE,1.3082,NA,1.60102,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA,4.03776,NA,4.36418,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Human Capital Index (HCI) Score: Male (Scale 0-1),HD.HCI.OVRL.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Human Capital Index (HCI) Score: Female (Scale 0-1),HD.HCI.OVRL.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Harmonized Test Scores, Total",HD.HCI.HLOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Human Capital Index (HCI) Score: Total (Scale 0-1),HD.HCI.OVRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Probability of Survival to Age 5, Total",HD.HCI.MORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,4.10032,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Initial government funding per primary student, PPP$",UIS.XUNIT.PPP.1.FSGOV.FFNTR,39.45703,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Initial government funding per primary student, US$",UIS.XUNIT.US.1.FSGOV.FFNTR,20.00731,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Initial government funding per secondary student, US$",UIS.XUNIT.US.23.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Initial government funding per secondary student, PPP$",UIS.XUNIT.PPP.2T3.FSGOV.FFNTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,89.9605,100.5374,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Initial government funding per tertiary student, US$",UIS.XUNIT.US.5T8.FSGOV.FFNTR,438.95812,553.98927,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Initial government funding per tertiary student, PPP$",UIS.XUNIT.PPP.5T8.FSGOV.FFNTR,865.68269,1021.67968,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Internet users (per 100 people),IT.NET.USER.P2,2,2.2,3,3.4,3.6,3.8,4,4.339254945,NA,NA
Central African Republic,CAF,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
